"346","How awful!","Mengerikan!","Symphaty"
"347","That's too bad.","Itu sungguh buruk!","Symphaty"
"348","How terrible!","Itu buruk sekali!","Symphaty"
"349","That's a pity!","Itu patut diakungkan!","Symphaty"
"350","Poor you","Malang sekali kamu.","Symphaty"
"351","That's terrible","Itu buruk sekali!","Symphaty"
"352","What a pity","akung sekali!","Symphaty"
"353","I'm sorry for your loss","Aku ikut sedih atas kehilanganmu.","Symphaty"
"354","This must be so hard for you.","Ini pasti sulit untukmu.","Symphaty"
"355","You are in my thoughts/I'm thinking of you.","Aku juga ikut bersedih.","Symphaty"
"356","If you want to talk about how you are feeling, know that I am here for you.","Kalau kau ingin cerita, aku ada untukmu","Symphaty"
"357","I feel dissapointed.","Aku merasa kecewa.","Disatisfaction"
"358","It is disappointing that...!","Ini mengecewakan sampai ...!","Disatisfaction"
"359","It is unacceptable","Ini tidak bisa diterima","Disatisfaction"
"360","Well, this is most unsatisfactory.","Ini sungguh tidak memuaskan!","Disatisfaction"
"361","The concert is so boring.","Konsernya membosankan","Disatisfaction"
"362","What an awful meeting","Meeting yang buruk","Disatisfaction"
"363","It's not as good as I thought.","Ini tidak sebagus yang kupikirkan","Satisfaction"
"364","I really like my new hair cut","Aku benar-benar suka rambut baruku","Satisfaction"
"365","I'm completely satisfied with everything you've done for me.","Aku benar-benar puas dengan apa yang lakukan padaku","Satisfaction"
"366","It was satisfactory.","Ini memuaskan","Satisfaction"
"367","It was okay. Not too bad.","Boleh juga. Tidak terlalu buruk","Satisfaction"
"368","What should I do?","Apa yang harus kulakukan?","Advice"
"369","What do you think should I choose?","Menurutmu apa yang harus kupilih?","Advice"
"370","What do you advise?","Apa usulmu?","Advice"
"371","If I were you, I'd sign up for an English course.","Jika aku jadi kau, aku akan mendaftar kursus Bahasa Inggris","Advice"
"372","Have you thought about going to the UK for a couple of weeks?","Bagaimana kalau pergi ke UK untuk beberapa minggu?","Advice"
"373","You really ought to watch English television.","Kau benar-benar harus nonton televisi English.","Advice"
"374","Why don't you read more English books?","Mengapa kau tidak membaca buku bahasa Inggris saja?","Advice"
"375","In your position, I would try and practice speaking English.","Kalau aku di posisimu, aku akan mencoba praktek berbicara bahasa Inggris","Advice"
"376","You should perhaps look at the english-at-home.com website.","Kau harus mengunjungi website english-at-home.com","Advice"
"377","What is it?","Apa itu?","Using Question Word"
"378","Who were you talking to?","Dengan siapa kau bicara?","Using Question Word"
"379","Whose car is that?","Mobil siapa itu?","Using Question Word"
"380","Why were you late?","Mengapa kau terlambat?","Using Question Word"
"381","When did you start working here?","Kapan kau mulai berkerja disini?","Using Question Word"
"382","Which do you prefer, tea or coffee?","Mana yang kau pilih, teh atau kopi?","Using Question Word"
"383","Where do you live?","Dimana kau tinggal?","Using Question Word"
"384","How much does it cost?","Berapa harganya?","Using Question Word"
"385","How do I get to the station?","Bagaimana caranya aku ke stasiun?","Using Question Word"
"386","What colour do you like?","Warna apa yang kau sukai?","Using Question Word"
"387","I'd really like / I'd love a day off","Aku sangat ingin libur","Wanting Something"
"388","I wouldn't mind being talented at something","Aku ingin punya bakat dalam suatu hal","Wanting Something"
"389","I could (really) do with a cup of coffee right now","Aku ingin secangkir kopi sekarang juga","Wanting Something"
"390","I could (really) do with some help on this project","Aku perlu bantuan untuk proyek ini","Wanting Something"
"391","I could use 36 hours of uninterrupted sleep right now"," Aku ingin tidur 36 jam tanpa gangguan","Wanting Something"
"392","What I'd really like / love is a brownies","Apa yang aku inginkan sekarang adalah brownies","Wanting Something"
"393","All (that) we need is a day off","Aku hanya ingin hari libur","Wanting Something"
"394","Ideally, what I'd like is a day off","Idealnya, yang aku inginkan adalah libur","Wanting Something"
"395","A day off would be (much) appreciated","Sehari libur sungguh suatu penghargaan (Formal)","Wanting Something"
"396","A day off would go down well.","Hari libur datanglah (Informal)","Wanting Something"
"397","I'm dying for / longing for...","Aku benar-benar rindu hari libur (Informal)","Wanting Something"
"398","I'd rather talk about this later.","Lebih baik nanti saja aku bilang","Prefer One Thing Than Another"
"399","I'd like to eat at home than go get fast food.","Aku lebih memilih makan dirumah ketimbang makanan cepat saji","Prefer One Thing Than Another"
"400","I'd rather ski than snowboard.","Aku suka ski daripada snowboard","Prefer One Thing Than Another"
"401","I'd rather stay late than come in early tomorrow.","Aku lebih suka terlambat daripada harus datang pagi-pagi","Prefer One Thing Than Another"
"402","I'd rather handle the problem myself.","Aku lebih suka menangani masalah sendiri. ","Prefer One Thing Than Another"
"403","I had rather go home than stay out too late.","Aku lebih suka pulang ke rumah daripada diluar sampai larut malam. ","Prefer One Thing Than Another"
"404","I had rather listen to my parents or get in trouble.","Lebih baik aku mendengarkan orang tuaku daripada aku dapat masalah. ","Prefer One Thing Than Another"
"405","I would rather exercise than sit on the couch all day.","Aku lebih suka berolahraga daripada duduk di sofa sepanjang hari. ","Prefer One Thing Than Another"
"406","I would rather complete my task early.","Aku lebih suka menyelesaikan tugasku lebih awal. ","Prefer One Thing Than Another"
"407","I would like to answer that question.","Aku ingin menjawab pertanyaan itu. ","Using Would"
"408","I would like to compete in a cooking contest.","Aku ingin berkompetisi dalam kontes memasak. ","Using Would"
"409","I would like to explain myself.","Aku ingin menjelaskan sendiri. ","Using Would"
"410","I would like to invite you over.","Aku ingin mengajakmu. ","Using Would"
"411","I would like to practice.","Aku ingin berlatih. ","Using Would"
"412","I would like to become a doctor.","Aku ingin menjadi dokter. ","Using Would"
"413","I would like to see you more often.","Aku ingin lebih sering melihatmu. ","Using Would"
"414","I would like to thank you.","Aku ingin mengucapkan terima kasih. ","Using Would"
"415","I would like to learn about animals.","Aku ingin belajar tentang hewan. ","Using Would"
"416","I would like to meet the President.","Aku ingin bertemu dengan Presiden.","Using Would"
"417","I'd like to stay","Aku ingin menginap","Using Would"
"418","Do you think he'd come?","Apa menurutmu dia akan datang? ","Using Would"
"419","I'd love to live here.","Aku ingin tinggal di sini. ","Using Would"
"420","Would you like some coffee?","Apa kamu ingin minum kopi? ","Using Would"
"421","What I'd really like is some tea.","Yang aku mau adalah teh","Using Would"
"422","I'd like to reserve two tables","Aku ingin pesan 2 meja","Using Would"
"423","I'd hate to live in the countryside.","Aku benci tinggal di desa","Using Would"
"424","I'd love to work with Simon.","Aku suka bekerja dengan Simon","Using Would"
"425","I'd like to return this radio","Aku ingin mengembalikan radio ini","Using Would"
"426","Have a nice day!","Semoga harimu meyenangkan!","Wishes"
"427","Have a nice dream!","Semoga mimpi indah!","Wishes"
"428","Get well soon.","Semoga cepat sembuh!","Wishes"
"429","Have a nice holiday!","Semoga liburanmu meyenangkan","Wishes"
"430","I wish you the best!","Aku berharap yag terbaik untukmu","Wishes"
"431","Enjoy your day!","Nikmati harimu!","Wishes"
"432","Wish you all the best!","Semoga kau diberikan yang terbaik!","Wishes"
"433","Have a nice sleep!","Semoga tidurmu nyenyak!","Wishes"
"434","Sleep tight!","Semoga tidurmu nyenyak!","Wishes"
"435","Sweet dream!","Semoga mimpi indah!","Wishes"
"436","Have a good trip!","Semoga perjalananmu menyenangkan!","Wishes"
"437","Congratulation!","Selamat!","Congratulations"
"438","Congratulations on passing your exam!","Selamat atas lulusnya ujiannmu!","Congratulations"
"439","Congratulations on getting a scholarship!","Selamat mendapat beasiswa!","Congratulations"
"440","Congratulations on your engagement!","Selamat bertunangan!","Congratulations"
"441","Congratulations on your success!","Selamat atas kesuksesanmu!","Congratulations"
"442","Congratulations on the birth of your son!","Selamat atas lahirnya anakmu!","Congratulations"
"443","Congratulations on your promotion !","Selamat atas kenaikan pangkatmu!","Congratulations"
"444","Congratulations on getting a new job!","Selamat mendapat kerja baru!","Congratulations"
"445","Congratulations to you!","aku ucapkan selamat kepadamu!","Congratulations"
"446","Congratulations on your getting title","Selamat atas gelarmu!","Congratulations"
"447","I convey my congratulations to you!","aku ucapkan selamat kepadamu!","Congratulations"
"448","My heartiest congratulations to you!","Ucapan selamatku yang mendalam untukmu!","Congratulations"
"449","Happy feast day !","Selamat hari ramadhan!","Congratulations"
"450","Happy new year !","Selamat tahun baru!","Congratulations"
"451","Happy anniversary !","Selamat ulang tahun !","Congratulations"
"452","Happy birthday!","Selamat ulang tahun !","Congratulations"
"453","Congratulations on your appointment as a main director!","Selamat atas dipilihnyamu menjadi direktur utama!","Congratulations"
"454","Good luck on your test!","Semoga ujianmu sukses!","Encouragement"
"455","Good luck!","Semoga sukses!","Encouragement"
"456","You can do it!","Kamu pasti bisa!","Encouragement"
"457","Do your best!","Lakukan yang terbaik!","Encouragement"
"458","Do the best you can!","Lakukan hal terbaik yang kamu bisa!","Encouragement"
"459","Work hard!","Bekerja keraslah!","Encouragement"
"460","Keep up the good work!","Pertahankan prestasimu!","Encouragement"
"461","I agree with you 100 percent.","Aku 100 persen setuju denganmu","Agreement"
"462","I agree with you.","Aku setuju denganmu","Agreement"
"463","I couldn't agree with you more.","Aku sangat setuju denganmu","Agreement"
"464","That's so true.","Itu benar sekali","Agreement"
"465","That's for sure.","Itu tepat sekali","Agreement"
"466","Tell me about it!","Lanjutkan!","Agreement"
"467","You're absolutely right.","Kau tepat sekali!","Agreement"
"468","I absolutely agree","Aku sudah pasti setuju","Agreement"
"469","Absolutely.","Tepat!","Agreement"
"470","That's exactly how I feel.","Inilah yang aku harapkan","Agreement"
"471","Exactly.","Tepat!","Agreement"
"472","That's quite right","Itu benar sekali","Agreement"
"473","I'm afraid I agree with James.","akungnya aku setuju dengan James","Agreement"
"474","I have to side with Dad on this one.","Aku mendukung ayah","Agreement"
"475","No doubt about it.","Tidak diragukan lagi","Agreement"
"476","That's a good idea","Itu ide yang bagus","Agreement"
"477"," I go along with your idea","Aku setuju dengan idemu","Agreement"
"478","Me neither.","Aku setuju (Setuju dengan pernyataan yang negatif)","Agreement"
"479","I suppose so./I guess so.","Aku rasa begitu (Lemah)","Agreement"
"480","You have a point there.","Kau ada benarnya juga","Agreement"
"481","I was just going to say that.","Aku baru ingin bilang itu","Agreement"
"482","I disagree","Aku tidak setuju","Disagreement"
"483","I don't think so.","Aku rasa tidak","Disagreement"
"484","No way.","Tidak mungkin","Disagreement"
"485","I'm afraid I disagree.","akungnya aku tidak setuju","Disagreement"
"486","I totally disagree.","Aku sama sekali tidak setuju","Disagreement"
"487","I beg to differ.","Aku berpendapat lain","Disagreement"
"488","I'd say the exact opposite.","Aku akan bilang pendapat yang berlawanan","Disagreement"
"489","Not necessarily.","Belum tentu seperti itu","Disagreement"
"490","That's not always true.","Itu tidak selalu benar","Disagreement"
"491","That's not always the case.","Bukan itu masalahnya","Disagreement"
"492","No, I'm not so sure about that.","Tidak, aku tidak yakin dengan itu","Disagreement"
"493","You must get a punishment","Kau harus dihukum","A Must"
"494","You had better sleep soundly","Kau harus tidur yang nyenyak","A Must"
"495","You should go earlier tomorrow","Kau harus pergi lebih pagi besok","A Must"
"496","We must protect our environment, or our resources will disappear.","Kita harus melindungi lingkungan kita, atau sumber daya kita akan hilang.","A Must"
"497","Engineers must redesign engines so that they are more fuel-efficient.","Insinyur harus mendesain ulang mesin sehingga mereka lebih hemat bahan bakar.","A Must"
"498","Stores must give out recyclable plastic bags.","Toko harus membagikan kantong plastik daur ulang.","A Must"
"499","You have to use other forms of transportation occasionally.","Kamu harus menggunakan jenis transportasi lain sesekali.","A Must"
"500","You do not have to drive.  (not required â€“ You decide.)","Kau tidak perlu mengemudi (Tidak wajib)","A Must"
"501","You have to not drive everyday.  (required not to â€“ Don't)","Kamu harus tidak mengemudi setiap hari. (Wajib tidak - Jangan)","A Must"
"502","Do you have to drive everyday?","Apakah kau harus mengemudi setiap hari?","A Must"
"503","It is necessary to drive less.","Perlu untuk mengurangi berkendara.","A Must"
